scientific_name;genus;species-tobesplit;country_id;locality;ddlat;ddlong;recorded_by;colnum;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;barcode;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;prel_bc;prel_bc2;prel_herbCode;prel_code;prel_code_X;tmp_hc;st_barcode
Orophea Blume;Orophea;;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.95;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2220 ";15;10;2000;Sidiyasa K;;;Botany;l.4407670;0;0;0;0;0;0;;;;0;0;0;4407670;4407670;;l.;;;
Xylopia L.;Xylopia;;ID;Central Kalimantan, Kapuas river, Danau Bagantung Blok E area.;-2.2;114.6;Ambriansyah;Ambriansyah AA 2710 ;14;3;2004;Ambriansyah;;;Botany;l.4407507;0;0;0;0;0;0;;;;0;0;0;4407507;4407507;;l.;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;Polyalthia cauliflora;ID;East Kalimantan, Gunung Meratus protected forest, edge Bongau river, near PT. ICTI.;-1.816667;115.733333;"Arbainsyah; Devi";"Arbainsyah; Devi AA 2514 ";15;7;2002;Kessler PJA;2004-10-01T00:00:00;;Botany;l.4407780;0;0;0;0;0;0;01;10;2004;0;0;0;4407780;4407780;;l.;;;
Popowia pisocarpa (Blume) Endl.;Popowia;Popowia pisocarpa;ID;South Kalimantan, Pulau Sebuku east of Pulau Laut, Daeng Setuju disturbed forest.;-3.516667;116.35;"Sidiyasa K; Ambriansyah";"Sidiyasa, K; Ambriansyah  2474 ";22;4;2001;Ambriansyah;;;Botany;l.4407681;0;0;0;0;0;0;;;;0;0;0;4407681;4407681;;l.;;;
Mezzettia umbellata Becc.;Mezzettia;Mezzettia umbellata;ID;Central Kalimantan, Arboretum Nyaru Menteng.;-1.95;113.616667;"Sidiyasa K; Ambriansyah; Adriansyah";"Sidiyasa, K; Ambriansyah; Adriansyah  2520 ";9;10;2001;Kessler PJA;;;Botany;l.4407412;0;0;0;0;0;0;;;;0;0;0;4407412;4407412;;l.;;;
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;Hubera rumphii;ID;East Kalimantan, Wanariset area, Wartono Kadri, Semoi road.;-0.990694;116.946944;"Slik JWF; Arifin Z";"Slik, JWF; Arifin, Z  117 ";5;12;2001;Arifin Z;2001-11-01T00:00:00;;Botany;l.4407966;0;0;0;0;0;0;01;11;2001;0;0;0;4407966;4407966;;l.;;;
Mezzettia umbellata Becc.;Mezzettia;Mezzettia umbellata;ID;Central Kalimantan, Kapuas river, Danau Bagantung Blok E area.;-2.2;114.6;Ambriansyah;Ambriansyah AA 2709 ;14;3;2004;Kessler PJA;2004-10-01T00:00:00;;Botany;l.4407778;0;0;0;0;0;0;01;10;2004;0;0;0;4407778;4407778;;l.;;;
Pyramidanthe prismatica (Hook.f. & Thomson) J.Sinclair;Pyramidanthe;Pyramidanthe prismatica;ID;Central Kalimantan, Nyaru Menteng Arboretum.;-2.033333;113.783333;"Sidiyasa K; Arifin Z; Abadi F";"Sidiyasa, K; Arifin, Z; Abadi, F  2396 ";12;1;2001;Kessler PJA;;;Botany;l.4407682;0;0;0;0;0;0;;;;0;0;0;4407682;4407682;;l.;;;
Popowia pisocarpa (Blume) Endl.;Popowia;Popowia pisocarpa;ID;East Kalimantan, Meratus mountain forest, ITCI kenangan.;-1.0;116.333333;"Adriansyah; Abadi F; Gozali I; Budiarti I";"Adriansyah; Abadi, F; Gozali, I; Budiarti, I AA 3024 ";3;12;2000;Kessler PJA;;;Botany;l.4407679;0;0;0;0;0;0;;;;0;0;0;4407679;4407679;;l.;;;
Melodorum fruticosum Lour.;Melodorum;Melodorum fruticosum;ID;South Kalimantan, Pulau Sebuku east of Pulau Laut, kampung Kuari.;-3.6;116.383333;Ambriansyah;Ambriansyah AA 2457 ;2;5;2001;Kessler PJA;;;Botany;l.4407473;0;0;0;0;0;0;;;;0;0;0;4407473;4407473;;l.;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;Polyalthia cauliflora;ID;South Kalimantan, Pulau Sebuku east of Pulau Laut, Daeng Setuju disturbed forest.;-3.516667;116.35;"Sidiyasa K; Ambriansyah";"Sidiyasa, K; Ambriansyah  2471 ";21;4;2001;Kessler PJA;;;Botany;l.4407673;0;0;0;0;0;0;;;;0;0;0;4407673;4407673;;l.;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;Polyalthia cauliflora;ID;South Kalimantan, Pulau Sebuku east of Pulau Laut, Tanah Putih Timur.;-3.516667;116.333333;"Sidiyasa K; Ambriansyah";"Sidiyasa, K; Ambriansyah  2495 ";24;4;2001;Kessler PJA;;;Botany;l.4407672;0;0;0;0;0;0;;;;0;0;0;4407672;4407672;;l.;;;
Polyalthia Blume;Polyalthia;;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.966667;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2286 ";20;10;2000;Kessler PJA;;;Botany;l.4407674;0;0;0;0;0;0;;;;0;0;0;4407674;4407674;;l.;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Central Kalimantan, Kapuas river, Danau Bagantung Blok E area.;-2.2;114.6;Ambriansyah;Ambriansyah AA 2702 ;14;3;2004;Ambriansyah;;;Botany;l.4407506;0;0;0;0;0;0;;;;0;0;0;4407506;4407506;;l.;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;East Kalimantan, Gunung Mayong, Desa Talun Sayan, Kec.Pembeliangan, Kabupaten Nunukan.;4.166667;117.05;Ambriansyah;Ambriansyah AA 2375 ;13;9;2000;Ambriansyah;;;Botany;l.4407410;0;0;0;0;0;0;;;;0;0;0;4407410;4407410;;l.;;;
Artabotrys R.Br.;Artabotrys;;ID;East Kalimantan, Berau PT. Inhutani I Labanan area.;2.0;117.0;"Ambriansyah; et al.";"Ambriansyah; et al. AA 2530 ";31;3;2003;Ambriansyah;;;Botany;l.4407667;0;0;0;0;0;0;;;;0;0;0;4407667;4407667;;l.;;;
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;Pseuduvaria rugosa;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.95;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2222 ";15;10;2000;Kessler PJA;;;Botany;l.4407472;0;0;0;0;0;0;;;;0;0;0;4407472;4407472;;l.;;;
Popowia pisocarpa (Blume) Endl.;Popowia;Popowia pisocarpa;ID;East Kalimantan, Gunung Meratus protected forest, edge Bongau river, near PT. ICTI.;-1.816667;115.733333;"Arbainsyah; Devi";"Arbainsyah; Devi AA 2517 ";21;7;2002;Arbainsyah;;;Botany;l.4407776;0;0;0;0;0;0;;;;0;0;0;4407776;4407776;;l.;;;
Popowia odoardi Diels;Popowia;Popowia odoardi;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.95;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2254 ";17;10;2000;Kessler PJA;;;Botany;l.4407677;0;0;0;0;0;0;;;;0;0;0;4407677;4407677;;l.;;;
Popowia odoardi Diels;Popowia;Popowia odoardi;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.95;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2254 ";17;10;2000;Kessler PJA;;;Botany;l.4407678;0;0;0;0;0;0;;;;0;0;0;4407678;4407678;;l.;;;
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.966667;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2276 ";20;10;2000;Kessler PJA;;;Botany;l.4407403;0;0;0;0;0;0;;;;0;0;0;4407403;4407403;;l.;;;
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;;ID;East Kalimantan, Meratus Mountine, PT. ITCI Kenangan.;-0.966667;116.333333;Adriansyah;Adriansyah AA 2477 ;17;8;2001;Kessler PJA;;;Botany;l.4407666;0;0;0;0;0;0;;;;0;0;0;4407666;4407666;;l.;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Kalimantan, Kabupaten Sintang. Areal Plasma Nutfah Tegua Tibun, PT. Halisa.;0.683333;110.95;"Albertus; Sidiyasa K";"Albertus; Sidiyasa, K  2262 ";18;10;2000;Sidiyasa K;;;Botany;l.4407408;0;0;0;0;0;0;;;;0;0;0;4407408;4407408;;l.;;;
Annonaceae;;;ID;"Borneo. Central kalimantan, Bukit Raya and upper Katingan (Mendawai) River area. Upper Katingan river, c. 50-100 km WNW of Tumbang Samba. K.T.C. logging area; Western Base Camp. c. 96 km. W. of Batu Badinding.";-1.25;112.67;J. Mogea & W. J. de Wilde;MOGEA 4319;21;12;1982;;;US;US;;0;0;0;0;0;0;;;;0;0;0;;;US;<NA>;;US;
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;Cananga odorata;ID;West Sumatra;-0.41;100.73;;;4;5;1990;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Meiogyne Miq.;Meiogyne;;ID;West Sumatra;-0.41;100.73;;;27;10;1990;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Meiogyne Miq.;Meiogyne;;ID;West Sumatra;-0.41;100.73;;;27;10;1990;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Meiogyne Miq.;Meiogyne;;ID;West Sumatra;-0.9057;100.6271;;;13;10;1989;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.5441;100.3379;;;26;5;1995;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.5441;100.3379;;;25;5;1995;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.5441;100.3379;;;26;5;1995;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.5441;100.3379;;;26;4;1987;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;Riau;-0.55;102.41;;;28;10;1995;Shuichiro Tagane;2015-07-09T00:00:00;;;;0;0;0;0;0;0;09;07;2015;0;0;0;;;;<NA>;;;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;Polyalthia lateriflora;ID;West Sumatra;-0.8895;100.5206;;;5;12;1993;P. Akhriadi;2002-06-01T00:00:00;;;;0;0;0;0;0;0;01;06;2002;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;-0.55;102.41;;;27;3;1996;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;-0.55;102.41;;;27;3;1996;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;0.036543;102.204658;;;29;4;1999;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;-0.55;102.41;;;27;3;1996;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;-0.77;102.55;;;2;11;2001;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;Riau;-0.55;102.41;;;27;3;1996;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;3;6;2001;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;14;11;1992;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;14;11;1992;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;2;6;2001;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;11;11;1988;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;13;5;1994;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;15;11;1992;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;15;11;1992;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;15;11;1992;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-2.13;101.45;;;19;3;1999;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;2;1;2010;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.6078;100.7702;;;4;6;1997;P. Akhriadi;2003-12-01T00:00:00;;;;0;0;0;0;0;0;01;12;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.55;102.41;;;27;10;1995;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.55;102.41;;;27;10;1995;P. Akhriadi;2003-12-01T00:00:00;;;;0;0;0;0;0;0;01;12;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.55;102.41;;;27;10;1995;P. Akhriadi;2003-12-01T00:00:00;;;;0;0;0;0;0;0;01;12;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;2;1;2010;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;2;1;2010;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;2;1;2010;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;19;12;1987;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.1282;100.6967;;;2;1;2010;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;0.036543;102.204658;;;30;4;1999;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-1.14;102.14;;;13;3;1996;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.8895;100.5206;;;21;11;1987;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-1.03;100.4;;;5;5;2000;P. Akhriadi;2003-12-01T00:00:00;;;;0;0;0;0;0;0;01;12;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;13;5;1994;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;30;10;1999;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;12;5;1994;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Fissistigma kingii (Boerl.) Burkill;Fissistigma;Fissistigma kingii;ID;West Sumatra;-0.1282;100.6967;;;27;4;2002;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;16;10;2000;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;16;10;2000;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;18;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;18;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;30;11;2007;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;17;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.27;100.72;;;;;;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;17;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;17;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-1.07;100.77;;;25;1;1988;P. Akhriadi;2004-05-26T00:00:00;;;;0;0;0;0;0;0;26;05;2004;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-1.07;100.77;;;25;1;1988;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
